years of age and older, weighing up to 77 lb. The 6V battery and charger are
included. Backed by a limited 1-year warranty on the vehicle, a limited 6-month
warranty on the battery, and the support of a dedicated U.S. Customer Service
1382,pivot-xpand-baby-stroller-seat,,,,,,,,,Stallion Black,,,,,63012255,3628.73896,shopify,deny,manual,139.99,,True,True,32884198160.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/fjjqwj1zssdbwfnuboie.jpg?v=1649946217,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/fjjqwj1zssdbwfnuboie.jpg?v=1649946217,lb,,,,,
1383,pivot-xpand-baby-stroller-seat,,,,,,,,,Roan Gray,,,,,63012253,3628.73896,shopify,deny,manual,139.99,,True,True,32884198146.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ajpzbna6u6ugkslubxkt.jpg?v=1649946216,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ajpzbna6u6ugkslubxkt.jpg?v=1649946216,lb,,,,,
1384,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_5pointHarness_large_3ba8f108-97ed-4419-a4d4-a63d2f330d1c.jpg?v=1628572703,4,,,,,,,,,,,,,,,,,,,,,,,,
1385,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_AdjustableFootrest_large_2b2130e3-6409-4fa4-aac7-80efa01c216c.jpg?v=1628572703,5,,,,,,,,,,,,,,,,,,,,,,,,
1386,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_HowItWorks_large_f2cbeed5-c1f5-431e-b446-ed960d57c13e.jpg?v=1628572703,6,,,,,,,,,,,,,,,,,,,,,,,,
1387,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_PeekabooWindow_large_2a6c20fe-b903-409b-be3c-b34a1a788bfb.jpg?v=1628572703,7,,,,,,,,,,,,,,,,,,,,,,,,
1388,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_RemovableBumperBar_large_0742892a-fdde-403c-b685-b2e2a2f77415.jpg?v=1628572703,8,,,,,,,,,,,,,,,,,,,,,,,,
1389,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_SeatRecline_large_ae723e9d-56f5-4c31-8703-488568e15580.jpg?v=1628572703,9,,,,,,,,,,,,,,,,,,,,,,,,
1390,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_SeatRemovalButton_large_11dd2ff7-fbd5-49bb-bd3e-d0c418ca7e5e.jpg?v=1628572703,10,,,,,,,,,,,,,,,,,,,,,,,,
1391,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_V2_large_13b6b556-18a2-4fa5-890d-2be961ffc337.jpg?v=1628572703,11,,,,,,,,,,,,,,,,,,,,,,,,
1392,pivot-xpand-baby-stroller-seat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/63012253_PivotXpand_StrollerSecondSeat_Roan_V3_large_1c090c1f-2564-421a-bf8f-8c5a6da4e4ee.jpg?v=1628572703,12,,,,,,,,,,,,,,,,,,,,,,,,
1393,pivot-xpand-single-double-strollers,Pivot Xpand Modular Stroller,"<p>The Evenflo® Pivot Xpand™ Modular Stroller is the perfect full-size stroller for your needs now...and later, by converting to a double! Without any additional parts or tools, simply slide up the top attachment towers, and flip out the lower towers. Click on an additional infant car seat or Stroller Second Seat (sold separately) for multiple double riding options! The toddler seat easily converts to a comfortably angled infant seat, and both modes are reversible, allowing your child to ride forward-facing or parent-facing. </p><p>Pivot Xpand is fully compatible with Evenflo’s SafeMax™ and LiteMax™ Infant Car Seats (sold separately) without the need for an adapter. Already have an infant car seat? Purchase the Infant Car Seat Adapter to meet your car seat needs (Please see Evenflo Infant Car Seat Adapter for a listing of the compatible models). Pivot Xpand’s extra-large, back and front-access storage basket expands to over 2 feet in length! The stroller is also compatible with the Evenflo Stroller Child Snack Tray with Snack Cup (sold separately).</p><p>Large cruiser tires with front-wheel swivel and rear-wheel suspension provide a smooth ride and superior maneuverability. Comfort features include a 3-position seat recline and 5-position adjustable footrest. The flip-flop friendly brake keeps the stroller in place as you safely take your child in and out of the stroller. A peek-a-boo window keeps baby visible at all times while parents enjoy a 3-position adjustable handle and removable bumper bar. The flex-hold cup holder ensures a snug fit for a variety of beverage sizes, helping to avoid spills. </p><p>When not in use, Pivot Xpand can be stored in a self-standing, compact fold, with the toddler seat still attached. For even more riding options, you can also add the accessory Stroller Rider Board. Use it for an extra passenger or simply to give your child a way to quickly hop on and off when little legs need a break.</p><p><br></p>",Evenflo,Baby & Toddler > Baby Transport > Baby Strollers,Stroller,"FG, Sale",True,Color,Stallion Black,,,,,13812255,13607.7711,shopify,deny,manual,319.99,,True,True,32884198139.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ie8vj4zfneb6swi95obl.jpg?v=1649946357,1,,False,Pivot Xpand Modular Stroller - Evenflo® Official Site,"The toddler seat easily converts to a comfortably angled infant seat, and both modes are reversible, allowing your child to ride forward- or parent-facing. Fully compatible with Evenflo’s SafeMax and LiteMax Infant Car Seats (sold separately).",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ie8vj4zfneb6swi95obl.jpg?v=1649946357,lb,,,active,4 mos - 5 yrs,1 mo - 18 mos
1394,pivot-xpand-single-double-strollers,,,,,,,,,Percheron Gray,,,,,13812254,13607.7711,shopify,deny,manual,319.99,,True,True,32884198757.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ietlyngjshmftb0dygib.jpg?v=1649946358,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ietlyngjshmftb0dygib.jpg?v=1649946358,lb,,,,4 mos - 5 yrs,1 mo - 18 mos
1395,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_SeatRemovalButton_large_e3da15a9-ee8f-4ca9-b377-1f211e9e94d7.jpg?v=1628693936,3,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1396,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_V3_large_033aa04d-9cd3-4c10-9c19-82767f38717e.jpg?v=1628693985,4,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1397,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_4ModesOfUse_large_258bcc46-ba12-417c-919b-413fa4b91465.jpg?v=1628693985,5,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1398,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_HowItWorks_large_c3ac7eb5-b80d-4488-b9d7-f55057f93016.jpg?v=1628693985,6,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1399,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_ToddlerSeatRecline_large_d4234aa4-6061-4cec-9053-2e85184274df.jpg?v=1628693985,7,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1400,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_AdjustableFootRest_large_e9b699a2-f2e3-46bb-8458-21b8b593755d.jpg?v=1628693985,8,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1401,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_RemovableBumperBar_large_d24a555f-ddab-43e2-8341-8aa9ed56163e.jpg?v=1628693985,9,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1402,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_FlipFlopFriendlyWheelLock_large_eaa53f7f-9f09-4cbd-8216-dc6f26002e82.jpg?v=1628693985,10,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1403,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_RemovableCupHolder_large_3ac50f78-8589-4e9c-b718-81b8356e6072.jpg?v=1628693985,11,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1404,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/13812254_PivotXpand_ModularStroller_Percheron_FlipUpLowerTowers_large_a1da94ff-64a9-4d98-9a71-f8b88519f4d3.jpg?v=1628693985,12,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1405,pivot-xpand-single-double-strollers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/mhllnqz3x30ewnjtygyr.jpg?v=1649946356,13,,,,,,,,,,,,,,,,,,,,,,,4 mos - 5 yrs,1 mo - 18 mos
1406,pivot-xpand-strollers-infant-car-seats-adapter,Pivot Xpand Stroller Infant Car Seat Adapter,"<p>The Pivot® Xpand™ Adapter is exclusively
designed to fit the following infant car seats:</p><ul>
 <li>Chicco KeyFit/KeyFit 30</li>
 <li>Graco SnugRide 35</li>
 <li>Graco SnugRide SnugLock 30/35</li>
 <li>Peg-Perego Primo Viaggio 4/35</li>
</ul><p>This all-in-one stroller allows you
to grow as your family grows. Add the adapter to fit up to TWO babies OR fit
one baby and one toddler. Slide the top location up and install the adapter so
your baby is closest to you. Adapter fits in either the top or bottom location
to be placed parent-facing. Get all accessories
and be able to use in up to 36 seat configurations.</p><p>Infant Car Seat Adapter is
compatible with the following strollers:</p><ul>
 <li>Evenflo Gold SensorSafe Pivot Xpand Smart Modular
     Travel System</li>
 <li>Evenflo Pivot Xpand Modular Stroller</li>
 <li>Evenflo Pivot Xpand Modular Travel System</li>
</ul><p>Periodically
manufacturers will make changes to their infant car seat models.  To
ensure a proper fit, please go to www.evenflo.com/accessories for the latest information and
full list of compatible car seat models.</p>  ",Evenflo,Baby & Toddler > Baby Transport Accessories > Baby Stroller Accessories,Stroller Accessories,"FG, Sale",True,Color,Black,,,,,630440,1587.573295,shopify,deny,manual,79.99,69.99,True,True,32884198443.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/bhhbwfxpqcm1238ygjd9.png?v=1649946383,1,,False,Pivot Xpand Stroller Infant Car Seat Adapter - Evenflo® Official Site,This all-in-one stroller allows you to grow as your family grows. Add the adapter to fit up to TWO babies OR fit one baby and one toddler. Adapter fits in either the top or bottom location to be placed parent-facing.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/bhhbwfxpqcm1238ygjd9.png?v=1649946383,lb,,,active,0 - 1 yr,expectant - 6 mos
1407,pivot-xpand-strollers-infant-car-seats-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630440_infant_carseat_adapter_shroud.png?v=1628571075,2,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1408,pivot-xpand-strollers-infant-car-seats-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630440_infant_carseat_adapter_onproduct.png?v=1628571075,3,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1409,pivot-xpand-strollers-infant-car-seats-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630440_infant_carseat_adapter_removalbutton.jpg?v=1628571075,4,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1410,pivot-xpand-strollers-infant-car-seats-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630440_infant_carseat_adapter_attach_lowertower.png?v=1628571076,5,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1411,pivot-xpand-strollers-infant-car-seats-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630440_infant_carseat_adapter_attach_uppertower.png?v=1628571076,6,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
1412,pivot-xplore-stroller-wagon-infant-car-seat-adapter,Pivot Xplore Stroller Wagon Infant Car Seat Adapter,"The Evenflo® Pivot Xplore™ Infant Car Seat Adapter makes the transition from car to the wagon quick and easy to get you
rolling with two kids in tow. Simple in-and-out functionality without any tools to get you on your way. Just slide and click
the adapter onto the Pivot Xplore frame and then place in your car seat with ease. Remove the adapter with a quick push
button release.
Whether your baby wants to face you or face the world, this modular Infant Car Seat Adapter is reversible to be forward-facing or parent-facing. Whether you want to push or pull your Pivot Xplore, just flip the wagon’s handle without even
removing the car seat. Elevated placement of the car seat with adapter still allows space for a second child rider to sit
comfortably in the wagon along with all your child care necessities.   <br>For 100 years, Evenflo has been a trusted source of precision-manufactured, high-quality child-safety equipment
engineered for real-life situations. Additionally, all Evenflo car seats and strollers include ParentLink customer-service
perks, like real-time chat and free live video installation support.",Evenflo,,Stroller Accessories,"FG, Sale",True,Color,Black,,,,,630447,2245.2822315,shopify,deny,manual,54.99,,True,True,32884201075.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dehvp4dkxlv0xhuvd5qo.jpg?v=1649946460,1,Pivot Xplore Stroller Wagon Infant Car Seat Adapter,False,Pivot Xplore Stroller Wagon Infant Car Seat Adapter - Evenflo® Official Site,The Evenflo® Pivot Xplore™ Infant Car Seat Adapter makes the transition from car to the wagon quick and easy to get you rolling with two kids in tow. Simple in-and-out functionality without any tools to get you on your way.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dehvp4dkxlv0xhuvd5qo.jpg?v=1649946460,lb,,,active,0 - 5 yrs,expectant - 6 mos
1413,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_1_PivotXplore_ICS_Adapter_V2.jpg?v=1628651750,2,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1414,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_2_PivotXplore_ICS_Adapter_V3.jpg?v=1628651750,3,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1415,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_3_PivotXplore_ICS_Adapter_Modes4.jpg?v=1628651751,4,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1416,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_4_PivotXplore_ICS_Adapter_Modes_FFPF_Push.jpg?v=1628651751,5,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1417,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_5_PivotXplore_ICS_Adapter_Modes_FFPF_Pull.jpg?v=1628651751,6,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1418,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_6_PivotXplore_ICS_Adapter_V1.jpg?v=1628651751,7,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1419,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_7_PivotXplore_ICS_Adapter_FF_Push.jpg?v=1628651751,8,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1420,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_8_PivotXplore_ICS_Adapter_PF_Push.jpg?v=1628651751,9,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1421,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_9_PivotXplore_ICS_Adapter_PF_Pull.jpg?v=1628651752,10,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1422,pivot-xplore-stroller-wagon-infant-car-seat-adapter,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/630447_10_PivotXplore_ICS_Adapter_FF_Pull.jpg?v=1628651752,11,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 6 mos
1423,play-away-portable-play-yard,Play-Away Portable Playard," Time to up your safety game now that your little one is on the move. The indoor/outdoor Play-Away™ Portable Playard is the ultimate playpen enclosure whether heading down the street or across the country. Aside from a cup of coffee, the Play-Away will quickly become your favorite item with features you’ll love like a detachable UPF 50+ sun protection canopy, easy to clean water-resistant padded floor, and mesh sides so your little one can see you and you can see him. Plus, the attached pouch is perfect for a touch-screen device offering a chill out or learning zone when you need a few minutes to get stuff done. ",Evenflo,,,"Excess, FG, Outlet",True,Color,Cedar Grove Blue,,,,,44512326,6463.6912725,shopify,deny,manual,69.99,99.99,True,True,32884199440.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/cyba2kts9ctdcdmwwt8p.jpg?v=1649946483,1,,False,Play-Away Portable Playard - Evenflo® Official Site,"This indoor/outdoor playard is the ultimate playpen with features you’ll love like a detachable UPF 50+ sun protection canopy, easy to clean water-resistant padded floor, and mesh sides so your little one can see you and you can see him.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/cyba2kts9ctdcdmwwt8p.jpg?v=1649946483,lb,,,active,0 - 2 yrs,expectant - 1 yr
1424,play-away-portable-play-yard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/44512326_Playaway_PortablePlayard_CedarGrove_NoCanopy_large_4c4ffb21-bc08-4c64-9061-6e66f7f49e22.jpg?v=1628911054,2,,,,,,,,,,,,,,,,,,,,,,,0 - 2 yrs,expectant - 1 yr
1425,play-away-portable-play-yard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/44512326_Playaway_PortablePlayard_CedarGrove_foldingLock_large_1d929960-5304-4dd5-b505-1921903bb1dd.jpg?v=1628911054,3,,,,,,,,,,,,,,,,,,,,,,,0 - 2 yrs,expectant - 1 yr
1426,play-away-portable-play-yard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/44512326_Playaway_PortablePlayard_CedarGrove_folded_large_1de095f5-533c-450b-8f80-f7ae60a50671.jpg?v=1628911054,4,,,,,,,,,,,,,,,,,,,,,,,0 - 2 yrs,expectant - 1 yr
1427,play-away-portable-play-yard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/44512326_Playaway_PortablePlayard_CedarGrove_TabletPocket_large_f03430dd-7e86-4c76-bb0e-c36f8f0e428e.jpg?v=1628911054,5,,,,,,,,,,,,,,,,,,,,,,,0 - 2 yrs,expectant - 1 yr
1428,play-away-portable-play-yard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/44512326_Playaway_PortablePlayard_CedarGrove_Carrybag_large_c46eb2b4-ddee-43f4-8871-084009eba257.jpg?v=1628911054,6,,,,,,,,,,,,,,,,,,,,,,,0 - 2 yrs,expectant - 1 yr
1429,play-away-portable-play-yard-deluxe,Play-Away Portable Playard Deluxe," Time to up your safety game now that your little one is on the move. The indoor/outdoor Play-Away™Portable Playard Deluxe is the ultimate playpen enclosure whether heading down the street or across the country. Aside from a cup of coffee, the Play-Away will quickly become your favorite item with features you’ll love like a detachable UPF 50+ sun protection canopy with full or half dome coverage that is easy to unzip and adapt to your needs. <br><br>Take a peek on your little one and they can peek at you through the six airy mesh side walls with roll down shades. The water-resistant padded floor is comfortable and easy to clean. Plus, the attached pouch is perfect for a touch-screen device offering a chill out or learning zone when you need a few minutes to get stuff done. <br><br>The foldable, sturdy frame comes fully assembled; plus, you can quickly fold, unfold, pack and carry in the included travel bag with shoulder strap. Measuring at 15 sq. ft of play space, 48” wide and 27” tall, it’s just enough room for your child and compact enough for simple transport.",Evenflo,,Play Yards,"Closeout, FG, Outlet",True,Color,Wayfarer Black,,,,,44512263,6463.6912725,shopify,deny,manual,90.49,129.99,True,True,32884200610.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/yjsj42wwywtegp14pvrw_a8e1f4fc-872c-4785-aec3-81fd0476da88.jpg?v=1649946507,1,,False,Play-Away Portable Playard Deluxe - Evenflo® Official Site,The Play-Away Deluxe Playard includes features like a detachable UPF 50+ sun protection canopy with full or half dome coverage that is easy to unzip and adapt to your needs. The water-resistant padded floor is easy to clean.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/yjsj42wwywtegp14pvrw_a8e1f4fc-872c-4785-aec3-81fd0476da88.jpg?v=1649946507,lb,,,active,0 - 2 yrs,expectant - 1 yr
